1,464320
1,370112
1,543168
1,378304
1,387520
1,472512
1,275904
1,494016
1,280000
1,398784
1,464320
1,525760
1,619968
1,195008
1,477632
1,105920
1,492992
1,187840
1,392640
1,409024
1,255424
1,217536
1,148928
1,357824
1,203200
1,584128
1,317888
1,163264
1293,465576
32,075775
-----------------------------------------
1,476608
2,223104
1,395712
31,741953
1,381376
1,507328
1,569792
1,690624
1,533952
1,740800
1,639424
1,865728
1,821696
1,930240
1,377280
1,550336
1,607680
1,409024
1,557504
1,537024
2,096128
1,624064
1,541120
1,513472
1,549312
1,593344
1,712128
1,650688
1,394688
-107374176,000000
-----------------------------------------
-107374176,000000
-107374176,000000
-107374176,000000
-107374176,000000
-107374176,000000
36,236286
1,349632
1,818624
0,969728
1,004544
1,471488
1,291264
1,225728
1,187840
1,004544
1,410048
1,275904
1,188864
1,248256
1,095680
1,123328
